typehus,grund,postnummer,adresse,vaerelse,href,energimaerke
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Skanderborgvej 33, 1. tv",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/803102416,"Grund
-"
Villa,"Vær.
4",8220 Brabrand,Tranebærvej 36,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/221548832,"Grund
700"
Ejerlejlighed,"Vær.
3",8260 Viby J,"Christian Xs Vej 2, 5. tv",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/127692796,"Grund
-"
Ejerlejlighed,"Vær.
3",8220 Brabrand,"Engdalsvej 77, st. th",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/129197900,"Grund
-"
Villa,"Vær.
6",8320 Mårslet,Ved Kirken 8,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/717048214,"Grund
717"
Rækkehus,"Vær.
5",8320 Mårslet,Langballevej 42,em em--b tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/559023775,"Grund
400"
Villa,"Vær.
6",8260 Viby J,Rosenvangs Alle 44,em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/632187955,"Grund
849"
Villa,"Vær.
4",8230 Åbyhøj,Roarsvej 22,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/552974246,"Grund
393"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Vestergade 69, 1. tv",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/719731093,"Grund
-"
Fritidsbolig,"Vær.
4",8340 Malling,Morbærvænget 12,,https://www.boligsiden.dk/arkiv/217061642,"Grund
1.223"
Villa,"Vær.
5",8220 Brabrand,Porskær 3,em em--b tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/727097280,"Grund
782"
Villa,"Vær.
6",8530 Hjortshøj,Gammel Kirkevej 14G,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/623805872,"Grund
764"
Villa,"Vær.
4",8471 Sabro,Kirsebærvej 55,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/390469505,"Grund
804"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Borggade 7, 3. th",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/421478714,"Grund
-"
Villa,"Vær.
4",8200 Aarhus N,Skelagervej 442,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/759947336,"Grund
118"
Andelsbolig,"Vær.
2",8200 Aarhus N,"Niels Juels Gade 74, 4.",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/989640047,"Grund
-"
Villa,"Vær.
3",8230 Åbyhøj,Kresten Kolds Vej 12,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/387412420,"Grund
700"
Villa,"Vær.
4",8240 Risskov,Tornagervej 5,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/630221818,"Grund
815"
Villa,"Vær.
5",8320 Mårslet,Damgårdstoften 64,em em--a tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/650800453,"Grund
716"
Villa,"Vær.
6",8240 Risskov,Nordre Strandvej 42,em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/235587513,"Grund
993"
Villa,"Vær.
4",8361 Hasselager,Hasseltoften 38,em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/424788815,"Grund
800"
Ejerlejlighed,"Vær.
6",8000 Aarhus C,"Mejlgade 55, 1. tv",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/178808847,"Grund
-"
Ejerlejlighed,"Vær.
1",8200 Aarhus N,"Egegade 26, 1.",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/411301418,"Grund
-"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Skovvejen 87, 1.",em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/810489722,"Grund
-"
Villa,"Vær.
6",8381 Tilst,Askøvænget 21,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/796013717,"Grund
921"
Villa,"Vær.
4",8240 Risskov,Elmevej 7,em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/829590438,"Grund
903"
Ejerlejlighed,"Vær.
1",8200 Aarhus N,"Jordbrovej 25, 1. 4",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/821077718,"Grund
-"
Villa,"Vær.
4",8541 Skødstrup,Digesvalevej 9,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/442219025,"Grund
803"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Daugbjergvej 22, 1. 20",em em--b tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/533492645,"Grund
-"
Ejerlejlighed,"Vær.
4",8000 Aarhus C,"Langelandsgade 123, st.",em em--f tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/191358567,"Grund
-"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Harald Jensens Plads 15, 3. tv",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/725298454,"Grund
-"
Villa,"Vær.
5",8355 Solbjerg,Kærgårdsparken 87,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/962396487,"Grund
1.025"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Helgolandsgade 15, 1.",em em--b tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/958446415,"Grund
-"
Rækkehus,"Vær.
5",8000 Aarhus C,P. Heises Vej 14A,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/306495785,"Grund
450"
Villa,"Vær.
6",8000 Aarhus C,Fredericiagade 37,em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/458518569,"Grund
144"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Odensegade 27, 4. th.",em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/862195545,"Grund
-"
Ejerlejlighed,"Vær.
3",8230 Åbyhøj,"Tousvej 93, 1. th",em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/944034281,"Grund
-"
Ejerlejlighed,"Vær.
5",8000 Aarhus C,"Fredensgade 52B, 3.",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/822231944,"Grund
-"
Villa,"Vær.
6",8270 Højbjerg,Moesgård Alle 4b,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/429318890,"Grund
6.416"
Andelsbolig,"Vær.
3",8000 Aarhus C,"Augustenborggade 25H, 14. tv",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/647854170,"Grund
-"
Villa,"Vær.
4",8310 Tranbjerg J,Kirkevænget 224,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/939854125,"Grund
852"
Villa,"Vær.
4",8320 Mårslet,Hørretvej 270,em em--g tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/471028955,"Grund
2.166"
Ejerlejlighed,"Vær.
1",8000 Aarhus C,"Østbanetorvet 4, 2. th",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/131486243,"Grund
-"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Østbanetorvet 4, 1. mf",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/845152392,"Grund
-"
Andelsbolig,"Vær.
2",8200 Aarhus N,Skejby Vænge 185,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/513418116,"Grund
-"
Ejerlejlighed,"Vær.
2",8230 Åbyhøj,"Dr. Holsts Vej 50, 1. 114",em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/245763549,"Grund
-"
Andelsbolig,"Vær.
2",8000 Aarhus C,"Høegh-Guldbergs Gade 71A, 2. th.",em em--f tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/884566327,"Grund
-"
Ejerlejlighed,"Vær.
2",8260 Viby J,"Grøndalsvej 64, 1.",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/927700699,"Grund
-"
Rækkehus,"Vær.
4",8361 Hasselager,Sønderholmvænget 58,,https://www.boligsiden.dk/arkiv/716277218,"Grund
196"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Daugbjergvej 28, 2. 12",em em--b tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/840833963,"Grund
-"
Villa,"Vær.
6",8361 Hasselager,Lemmingvej 118,,https://www.boligsiden.dk/arkiv/217290051,"Grund
58.190"
Ejerlejlighed,"Vær.
1",8200 Aarhus N,"Egegade 16, st.",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/298010285,"Grund
-"
Landejendom,"Vær.
5",8541 Skødstrup,Studstrupvej 7,em em--g tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/429552631,"Grund
34.562"
Ejerlejlighed,"Vær.
2",8200 Aarhus N,"Herluf Trolles Gade 35, 3. tv",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/512241046,"Grund
-"
Villa,"Vær.
4",8270 Højbjerg,Vangen 17,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/828177734,"Grund
954"
Fritidsbolig,"Vær.
5",8340 Malling,Strandbovej 28,,https://www.boligsiden.dk/arkiv/312769477,"Grund
1.455"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Sejrøgade 10, st. th",em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/486635140,"Grund
-"
Villa,"Vær.
7",8520 Lystrup,Kjeldsbjergvej 1,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/250734912,"Grund
809"
Andelsbolig,"Vær.
3",8000 Aarhus C,"Helgenæsgade 1, st. tv",em em--f tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/649777149,"Grund
305"
Andelsbolig,"Vær.
4",8381 Tilst,Tilst Bypark 16,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/105222922,"Grund
-"
Rækkehus,"Vær.
3",8210 Aarhus V,Holmstruphøjvej 42,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/714893613,"Grund
183"
Villa,"Vær.
7",8000 Aarhus C,Julius Bechgaards Vej 2,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/943727984,"Grund
844"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Museumsgade 24, 4.",em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/445562408,"Grund
-"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Christiansgade 32, 1. th",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/905111861,"Grund
-"
Villa,"Vær.
6",8250 Egå,Skæring Havvej 23,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/494568304,"Grund
800"
Villa,"Vær.
4",8260 Viby J,Dunhammervej 5,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/961974953,"Grund
777"
Ejerlejlighed,"Vær.
3",8240 Risskov,"Kantorvænget 302, 3. th",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/851268069,"Grund
-"
Villa,"Vær.
4",8520 Lystrup,Fyrrebakken 2,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/802780569,"Grund
825"
Villa,"Vær.
6",8530 Hjortshøj,Gyden 13,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/547835492,"Grund
3.176"
Villa,"Vær.
5",8462 Harlev J,Araliavej 63,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/323954087,"Grund
711"
Villa,"Vær.
4",8310 Tranbjerg J,Kirkevænget 318,em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/257240776,"Grund
712"
Villa,"Vær.
4",8230 Åbyhøj,Bragesvej 39,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/576903726,"Grund
756"
Villa,"Vær.
5",8381 Tilst,Bogøvænget 10,em em--f tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/942969120,"Grund
884"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Gebauersgade 2, 4.",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/751506588,"Grund
-"
Villa,"Vær.
5",8220 Brabrand,J.P.Larsens Vej 42,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/857758493,"Grund
803"
Villa,"Vær.
5",8381 Tilst,Halmøvænget 8,em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/648717475,"Grund
832"
Andelsbolig,"Vær.
2",8520 Lystrup,Ellebrinken 18 a,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/573587030,"Grund
-"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Sølystgade 40, 2.",em em--f tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/550182024,"Grund
-"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Stadion Alle 4, 5. tv",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/369561606,"Grund
-"
Villa,"Vær.
4",8220 Brabrand,Langdalsvej 17,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/504379540,"Grund
1.612"
Villa,"Vær.
4",8240 Risskov,Aage Bergs Vej 1A,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/840823809,"Grund
1.078"
Villa,"Vær.
7",8240 Risskov,Sandagervej 9,em em--b tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/576934472,"Grund
1.002"
Ejerlejlighed,"Vær.
2",8260 Viby J,"H.C.Ørsteds Vej 3A, st.",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/104504145,"Grund
-"
Villa,"Vær.
3",8340 Malling,Nyvej 10,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/397899012,"Grund
952"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Helga Pedersens Gade 9, 3. 2",em em--b tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/989622680,"Grund
-"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"J.M.Mørks Gade 10, st.",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/254461653,"Grund
264"
Villa,"Vær.
5",8260 Viby J,Rugbjergvej 122,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/569897966,"Grund
813"
Villa,"Vær.
8",8260 Viby J,Ormslevvej 354,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/342314737,"Grund
3.056"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Lollandsgade 5, 2.",em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/204166977,"Grund
-"
Andelsbolig,"Vær.
4",8330 Beder,Præstetoften 9,em em--b tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/575290155,"Grund
4.723"
Ejerlejlighed,"Vær.
3",8200 Aarhus N,"Edouard Suensons Gade 3, 6. c",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/717502224,"Grund
-"
Ejerlejlighed,"Vær.
3",8200 Aarhus N,"Marius Simonsens Vej 13, st. th",em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/735963005,"Grund
-"
Villa,"Vær.
5",8220 Brabrand,Skovbakkevej 40,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/681150657,"Grund
714"
Villa,"Vær.
4",8210 Aarhus V,Holmstrupgårdvej 164,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/181063389,"Grund
795"
Villa,"Vær.
4",8320 Mårslet,Langballevej 176,em em--g tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/453364691,"Grund
756"
Fritidsbolig,"Vær.
4",8340 Malling,Engbovej 1,,https://www.boligsiden.dk/arkiv/547205290,"Grund
989"
Ejerlejlighed,"Vær.
6",8000 Aarhus C,"Chr. Wærums Gade 26, 5.",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/993710321,"Grund
-"
Villa,"Vær.
6",8230 Åbyhøj,Silkeborgvej 365,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/382722757,"Grund
783"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Gammel Munkegade 6, 1. tv",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/459973586,"Grund
-"
Villa,"Vær.
6",8381 Tilst,Tåstumvænget 25,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/801546580,"Grund
779"
Ejerlejlighed,"Vær.
2",8240 Risskov,"Kantorvænget 7, 2. 145",em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/448320464,"Grund
-"
Villa,"Vær.
6",8260 Viby J,Vidtskuevej 17,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/345870791,"Grund
735"
Villa,"Vær.
6",8250 Egå,Skæring Hedevej 86,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/415069679,"Grund
1.119"
Fritidsbolig,"Vær.
3",8250 Egå,Skovfyrvej 26,,https://www.boligsiden.dk/arkiv/794874947,"Grund
882"
Villa,"Vær.
6",8230 Åbyhøj,H. C. Andersens Vej 60,em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/832347158,"Grund
591"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Mariane Thomsens Gade 39, 1.",em em--a2 tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/162601671,"Grund
-"
Villa,"Vær.
6",8320 Mårslet,Lindegårdsvej 8 B,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/675734152,"Grund
700"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Solsortevej 18, 1.",em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/584098114,"Grund
-"
Villa,"Vær.
4",8240 Risskov,Ryvangs Alle 16,em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/497878164,"Grund
1.875"
Villa,"Vær.
5",8240 Risskov,Baldrianvej 71,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/396282815,"Grund
812"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Skovgaardsgade 6, 3. th",em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/877859554,"Grund
-"
Villa,"Vær.
9",8000 Aarhus C,Skovbrynet 10,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/284334032,"Grund
1.522"
Villa,"Vær.
7",8462 Harlev J,Harlev Kirkevej 9,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/284979038,"Grund
1.407"
Ejerlejlighed,"Vær.
4",8000 Aarhus C,"Dalgas Avenue 25, 1. th",em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/410739405,"Grund
-"
Villa,"Vær.
5",8462 Harlev J,Araliavej 67,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/533277532,"Grund
711"
Rækkehus,"Vær.
5",8361 Hasselager,Sønderholmvænget 52,,https://www.boligsiden.dk/arkiv/804202746,"Grund
126"
Ejerlejlighed,"Vær.
1",8000 Aarhus C,"Nordborggade 15, 3. tv",em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/406399271,"Grund
-"
Villa,"Vær.
9",8530 Hjortshøj,Kalstrup 11,em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/269800732,"Grund
6.185"
Ejerlejlighed,"Vær.
3",8000 Aarhus C,"Christiansgade 29, 4. tv",em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/203812060,"Grund
-"
Andelsbolig,"Vær.
3",8361 Hasselager,Porsevænget 123,em em--b tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/954584220,"Grund
-"
Villa,"Vær.
6",8530 Hjortshøj,Skovager 18,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/302580244,"Grund
825"
Villa,"Vær.
5",8240 Risskov,Ålykkevej 37,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/958380627,"Grund
1.078"
Rækkehus,"Vær.
4",8330 Beder,Byagervænget 89,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/647686135,"Grund
240"
Ejerlejlighed,"Vær.
2",8200 Aarhus N,"Otte Ruds Gade 59, st.",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/187943841,"Grund
-"
Rækkehus,"Vær.
4",8310 Tranbjerg J,Egevænget 104,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/237918302,"Grund
584"
Villa,"Vær.
5",8462 Harlev J,Højlundvej 28,em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/971678056,"Grund
861"
Villa,"Vær.
4",8250 Egå,Søtoften 7,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/999727774,"Grund
684"
Ejerlejlighed,"Vær.
4",8000 Aarhus C,"Lars Kruses Gade 10, 3.",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/761375073,"Grund
-"
Rækkehus,"Vær.
4",8380 Trige,Vestermøllevej 38,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/984611083,"Grund
-"
Villa,"Vær.
4",8230 Åbyhøj,Vibyvej 18,em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/701915807,"Grund
746"
Villa,"Vær.
6",8240 Risskov,Tranevej 29,em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/723888323,"Grund
5.698"
Andelsbolig,"Vær.
3",8000 Aarhus C,"Læssøesgade 57, st. tv",em em--f tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/296330425,"Grund
-"
Rækkehus,"Vær.
3",8520 Lystrup,Ellebæk Parkvej 47,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/771161109,"Grund
409"
Andelsbolig,"Vær.
3",8220 Brabrand,Helenelyst 237,em em--b tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/278436688,"Grund
-"
Ejerlejlighed,"Vær.
1",8000 Aarhus C,"Nordborggade 17, st.",em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/459091249,"Grund
-"
Ejerlejlighed,"Vær.
2",8220 Brabrand,"Skovbakkevej 21, st.",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/795265501,"Grund
-"
Villa,"Vær.
6",8320 Mårslet,Lindegårdsvej 8 B,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/675734152,"Grund
700"
Ejerlejlighed,"Vær.
6",8000 Aarhus C,"Solsortevej 18, 1.",em em--e tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/151694252,"Grund
-"
Villa,"Vær.
5",8270 Højbjerg,Hørhavevej 53,em em--g tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/392331398,"Grund
921"
Villa,"Vær.
6",8355 Solbjerg,Søvangsvej 29,em em--c tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/582625148,"Grund
1.399"
Ejerlejlighed,"Vær.
2",8000 Aarhus C,"Odensegade 43, 3. th",em em--d tooltip-theme-arrows tooltip-target,https://www.boligsiden.dk/arkiv/404765424,"Grund
-"
